student_id,student_name,school_id,gender,class,attendance,math_score,science_score,english_score,income_level,travel_distance,internet_access,parent_education,previous_absences,dropout_label
ST04070,Aadi Koshy,TS082,Female,9,72.6,63,70,60,Low,1.8,Yes,Primary,13,0
ST04071,Veer Padmanabhan,TS189,Female,8,84.4,79,88,77,Medium,5.6,Yes,Secondary,2,0
ST04072,Brinda Sethi,TS119,Female,8,84.7,90,74,84,Medium,3.0,Yes,Secondary,3,0
ST04073,Vedika Narayan,TS024,Male,8,74.7,69,69,67,Medium,4.6,Yes,Secondary,11,0
ST04074,Urvi Subramanian,TS251,Female,6,75.7,64,70,76,Medium,8.0,Yes,Primary,25,0
ST04075,Hiral Chowdhury,TS024,Female,9,65.6,61,63,66,Low,5.6,Yes,Secondary,20,1
ST04076,Alka Kulkarni,TS229,Male,6,63.1,52,54,52,Medium,7.2,Yes,Graduate,11,0
ST04077,Nidhi Bera,TS248,Male,8,73.9,72,72,73,Medium,11.0,Yes,Primary,0,0
ST04078,Nilima Sama,TS096,Male,8,73.4,69,74,77,Medium,1.7,Yes,None,5,0
ST04079,Lakshmi Nazareth,TS356,Female,7,96.6,98,98,94,Medium,2.6,Yes,Primary,13,0
ST04080,Arjun Pandya,TS159,Female,7,91.7,92,91,96,High,4.5,No,Secondary,0,0
ST04081,Dayamai Vaidya,TS339,Female,9,61.0,52,69,59,Low,2.4,Yes,Primary,26,1
ST04082,Chakrika Sangha,TS340,Male,7,60.6,65,56,70,High,1.4,Yes,None,14,0
ST04083,Chaaya Hayer,TS102,Male,8,94.2,92,82,80,Low,5.7,No,Primary,26,1
ST04084,Kevin Varma,TS141,Male,6,79.6,84,76,73,Low,3.1,Yes,Primary,9,0
ST04085,Nihal Nayak,TS121,Male,8,75.2,58,63,73,Low,7.3,No,Primary,22,1
ST04086,Nidhi Wable,TS439,Male,6,52.8,55,57,59,Low,2.3,Yes,Secondary,20,1
ST04087,Yauvani Khalsa,TS116,Male,10,46.6,31,47,47,Medium,7.2,No,Primary,14,1
ST04088,Neelima Vohra,TS321,Male,7,56.7,55,65,57,Medium,2.8,Yes,Secondary,12,0
ST04089,Aadi Bansal,TS035,Female,9,70.6,79,65,63,High,1.3,Yes,Primary,11,0
ST04090,Brinda Saraf,TS017,Male,7,56.5,65,64,48,Low,2.0,Yes,Primary,26,1
ST04091,Anjali Chatterjee,TS011,Male,6,73.6,75,80,79,Low,5.8,Yes,Secondary,25,0
ST04092,Rishi Soni,TS025,Female,10,58.4,48,53,55,Medium,7.3,No,Primary,7,1
ST04093,Garima Dhar,TS460,Male,7,87.9,81,83,81,Low,4.2,Yes,Primary,23,0
ST04094,Ranbir Sahota,TS292,Female,9,96.9,95,84,96,High,2.5,No,None,4,0
ST04095,Ridhi Mammen,TS047,Female,8,69.3,59,63,76,Medium,11.3,Yes,Secondary,11,0
ST04096,Aishani Purohit,TS220,Female,8,92.5,96,81,80,Low,5.0,Yes,Secondary,26,0
ST04097,Darpan Dhillon,TS385,Female,8,94.7,95,80,86,Medium,8.6,No,Graduate,25,0
ST04098,Bhavika Banerjee,TS466,Male,7,89.3,84,89,80,Low,5.3,No,Graduate,15,0
ST04099,Abdul Trivedi,TS396,Male,8,55.1,46,54,50,Low,8.8,Yes,Graduate,20,1
ST04100,Ekani Manda,TS051,Male,10,95.3,92,94,82,Low,7.0,Yes,Secondary,30,0
ST04101,Falan Manda,TS300,Female,6,90.7,85,96,89,High,3.9,Yes,None,24,0
ST04102,Yatan Chhabra,TS478,Female,7,72.9,74,65,78,Low,4.2,Yes,Secondary,19,0
ST04103,Meghana Bakshi,TS147,Male,6,85.6,92,87,89,Medium,1.3,Yes,Primary,21,0
ST04104,Pavani Baral,TS207,Female,10,78.6,76,74,72,Medium,5.8,Yes,Primary,21,0
ST04105,Meghana Saxena,TS392,Male,10,50.2,59,49,49,High,1.0,Yes,Secondary,12,0
ST04106,Harish Sharma,TS301,Female,6,59.5,53,72,67,High,7.0,Yes,Primary,3,0
ST04107,Unnati Nigam,TS029,Male,7,73.7,67,66,70,High,5.0,Yes,Primary,22,0
ST04108,Pallavi Sachdeva,TS395,Female,10,73.8,61,65,76,Medium,2.4,Yes,None,8,0
ST04109,Kevin Balasubramanian,TS469,Female,10,92.5,88,87,94,Medium,6.9,Yes,Secondary,3,0
ST04110,Luke Gola,TS073,Male,10,83.8,87,83,85,Low,1.5,Yes,None,10,0
ST04111,Rohan Nadig,TS183,Female,8,93.2,86,81,89,Low,3.1,Yes,Secondary,16,0
ST04112,Ayushman Bera,TS199,Male,6,84.3,73,82,88,Low,5.3,Yes,None,11,0
ST04113,Qasim Bakshi,TS392,Male,8,76.7,68,75,59,Medium,8.0,No,Graduate,30,0
ST04114,Dipta Bains,TS243,Female,10,82.2,81,81,88,Medium,4.1,Yes,Graduate,30,0
ST04115,Chandresh More,TS479,Male,7,57.7,49,65,59,Low,6.5,Yes,None,19,1
ST04116,Urmi Walia,TS133,Male,7,58.3,62,51,58,Medium,9.4,Yes,Secondary,1,0
ST04117,Udant Sethi,TS443,Male,9,90.3,94,85,81,Medium,3.2,Yes,Primary,15,0
ST04118,Chatura Cheema,TS466,Male,8,80.9,91,87,74,High,7.0,Yes,Primary,23,0
ST04119,Warjas Grewal,TS009,Female,6,74.7,59,72,71,Medium,1.8,No,Graduate,5,0
ST04120,Hitesh Narasimhan,TS245,Male,9,87.4,83,68,75,Low,4.7,No,Secondary,1,0
ST04121,Amaira Iyengar,TS259,Female,7,66.3,49,52,68,Low,2.1,No,Primary,13,1
ST04122,Dhriti Tailor,TS378,Male,10,51.8,54,48,60,Low,9.1,Yes,None,22,1
ST04123,Rudra Ravi,TS022,Male,8,96.1,87,91,92,High,0.9,Yes,Secondary,19,0
ST04124,Ekavir Dhawan,TS262,Female,7,90.4,93,83,84,Medium,9.2,Yes,Graduate,5,0
ST04125,Max Jani,TS149,Male,8,87.0,88,73,85,Low,4.4,Yes,Primary,8,0
ST04126,Wahab Purohit,TS264,Male,10,87.4,96,86,82,High,8.1,Yes,Primary,10,0
ST04127,George Sawhney,TS121,Male,6,65.8,54,65,64,Medium,10.5,Yes,Primary,1,0
ST04128,Suhani Das,TS036,Male,7,90.5,76,91,88,Medium,9.4,Yes,Secondary,27,0
ST04129,Jackson Dutt,TS484,Female,8,56.0,54,63,62,High,9.5,Yes,Secondary,7,0
ST04130,Hemangini Vala,TS019,Male,9,62.7,65,59,59,High,10.5,No,Primary,15,1
ST04131,Watika Halder,TS493,Male,7,45.2,31,50,45,Medium,0.9,No,Primary,29,1
ST04132,Ekapad Balakrishnan,TS126,Male,6,84.4,85,81,71,Medium,7.2,No,None,10,0
ST04133,Urmi Dutta,TS306,Female,10,68.3,70,74,69,Low,11.4,Yes,Primary,0,1
ST04134,Anya Rao,TS202,Female,10,76.3,73,87,80,High,1.6,Yes,Primary,12,0
ST04135,William Batta,TS270,Male,10,96.0,84,84,82,Medium,8.2,No,Secondary,25,0
ST04136,Qabil Kaul,TS193,Male,10,68.7,56,54,57,Low,9.1,No,Secondary,22,1
ST04137,Harsh Bedi,TS271,Male,7,83.3,94,85,77,High,6.8,Yes,Secondary,18,0
ST04138,Manya Upadhyay,TS362,Female,8,90.0,83,77,95,Low,1.2,Yes,Graduate,9,0
ST04139,Fitan Sha,TS075,Male,6,93.9,99,99,98,High,7.6,Yes,Graduate,9,0
ST04140,Akshay Mukherjee,TS195,Male,6,78.8,67,77,73,Low,6.1,No,Secondary,2,0
ST04141,Xalak Dixit,TS039,Female,8,59.8,56,68,52,Medium,10.0,Yes,Primary,17,1
ST04142,Frado Pall,TS066,Female,6,74.5,69,78,62,Low,3.0,Yes,Secondary,14,0
ST04143,Kashish Sachdev,TS021,Female,10,64.6,57,62,55,Low,2.5,No,Primary,8,1
ST04144,Gaurang Prakash,TS377,Female,7,57.9,43,61,46,Low,9.1,No,Secondary,23,1
ST04145,Zehaan Mangat,TS071,Female,9,65.9,77,79,70,High,4.3,Yes,Graduate,9,0
ST04146,Anusha Bala,TS291,Female,7,52.1,50,59,55,Medium,8.0,Yes,Primary,18,1
ST04147,Hemang Bassi,TS170,Male,8,56.9,54,54,47,Low,3.5,No,Graduate,15,1
ST04148,Osha Vaidya,TS480,Female,9,49.0,49,49,39,Medium,10.9,Yes,Secondary,14,0
ST04149,Nitesh Vohra,TS149,Male,7,81.0,77,71,75,Low,8.2,Yes,Secondary,0,0
ST04150,Zansi Peri,TS394,Male,6,72.6,70,72,73,Medium,10.8,Yes,Primary,11,0
ST04151,Guneet Rai,TS168,Male,8,95.9,83,99,96,Low,8.7,Yes,Secondary,10,0
ST04152,Jagrati Chacko,TS406,Male,9,57.8,49,60,45,Medium,3.6,No,Secondary,3,0
ST04153,Balveer Kumer,TS361,Female,10,74.2,72,72,70,High,9.7,No,Primary,25,0
ST04154,Sneha Sastry,TS141,Male,10,70.1,60,60,75,High,4.6,No,Secondary,7,0
ST04155,Mason Kala,TS371,Female,9,63.2,51,61,64,Low,9.6,Yes,Primary,5,1
ST04156,Ucchal Yogi,TS269,Female,8,47.5,47,36,41,Medium,11.6,No,Secondary,21,1
ST04157,Andrew Mander,TS286,Female,7,52.4,61,45,61,Low,8.4,Yes,Secondary,8,1
ST04158,Chandran Shah,TS318,Female,9,48.5,39,43,49,Medium,6.8,Yes,Secondary,8,1
ST04159,Hiral Warrior,TS353,Female,8,92.9,85,92,83,Medium,6.3,Yes,Primary,7,0
ST04160,Samesh Iyengar,TS238,Male,6,87.7,78,87,77,Medium,7.1,No,Secondary,20,0
ST04161,Aarnav Butala,TS482,Male,10,86.0,84,81,92,Medium,8.0,Yes,Secondary,3,0
ST04162,Caleb Sahni,TS444,Male,6,58.2,47,60,49,Medium,5.2,Yes,Secondary,8,0
ST04163,Darpan Raja,TS308,Male,8,48.3,60,61,56,High,8.2,Yes,Graduate,1,0
ST04164,Keya Dixit,TS207,Female,8,62.5,62,71,66,High,9.4,Yes,Graduate,17,1
ST04165,Peter Master,TS214,Male,6,97.0,93,99,94,Low,1.7,Yes,Secondary,13,0
ST04166,Dipta Lanka,TS036,Female,7,76.8,70,77,70,Low,9.5,No,Graduate,1,0
ST04167,Ekanta Dhar,TS427,Male,9,77.9,70,84,71,Low,9.0,Yes,Primary,25,1
ST04168,Adweta Vaidya,TS424,Female,6,96.7,94,86,88,Low,8.6,Yes,Secondary,27,1
ST04169,Hemani Sandal,TS240,Male,6,51.3,44,60,41,Medium,5.4,Yes,Secondary,26,1
ST04170,Megha Srinivasan,TS460,Female,9,92.2,89,78,88,Low,3.9,No,None,8,0
ST04171,Max Hari,TS296,Female,6,62.6,62,66,67,Low,6.0,Yes,Primary,15,1
ST04172,Mitali Wadhwa,TS348,Male,6,60.6,46,51,58,Low,8.7,No,Primary,8,1
ST04173,Wriddhish Yogi,TS427,Female,9,52.9,61,59,46,Medium,7.0,Yes,Primary,26,1
ST04174,Chaman Issac,TS373,Male,8,58.0,50,58,62,Low,8.0,Yes,Secondary,23,1
ST04175,Yashica Bansal,TS450,Female,9,68.5,73,76,64,Medium,8.0,Yes,Secondary,13,0
ST04176,Vidhi Mistry,TS389,Female,9,54.1,43,46,51,Medium,6.0,No,None,15,1
ST04177,Yoshita Patla,TS291,Male,8,55.0,51,49,63,Medium,9.2,Yes,Primary,14,0
ST04178,Barkha Subramanian,TS015,Male,10,70.1,63,63,61,Low,6.1,Yes,Graduate,23,0
ST04179,Inaya Dani,TS163,Male,10,84.1,70,78,81,High,2.2,No,Primary,12,0
ST04180,Zashil Sandhu,TS159,Female,7,93.1,79,89,77,Low,4.5,No,Secondary,5,0
ST04181,Veer Kakar,TS245,Female,7,65.4,72,66,66,Low,1.7,Yes,Secondary,27,1
ST04182,Manthan Contractor,TS350,Male,8,48.4,50,38,58,Medium,10.0,Yes,Secondary,0,0
ST04183,Chakrika Kamdar,TS008,Female,7,62.0,50,56,46,Medium,9.5,No,Primary,0,1
ST04184,Vidhi Mody,TS138,Female,7,82.0,93,93,87,High,1.7,Yes,Primary,24,0
ST04185,Pratyush Radhakrishnan,TS455,Female,6,78.5,66,74,69,Low,10.4,Yes,Primary,20,1
ST04186,Ekani Kar,TS202,Male,8,56.6,63,57,56,High,5.9,Yes,None,21,1
ST04187,Pranit Bhasin,TS326,Female,9,70.4,77,75,77,Low,9.3,Yes,Secondary,12,0
ST04188,Ijaya Sheth,TS068,Female,10,84.7,86,70,81,Medium,8.7,No,Primary,24,0
ST04189,Edhitha Viswanathan,TS328,Female,10,64.7,76,64,59,High,8.2,Yes,None,18,1
ST04190,Rohan Mannan,TS429,Male,8,63.2,53,56,57,Low,11.3,No,Secondary,1,1
ST04191,Zilmil Virk,TS394,Male,6,83.4,70,85,79,Low,0.6,Yes,Primary,20,0
ST04192,Manya Chad,TS119,Female,10,82.1,76,77,84,Medium,8.9,Yes,Secondary,29,0
ST04193,Jai Srivastava,TS248,Female,8,72.3,62,69,78,Low,2.6,Yes,Primary,4,0
ST04194,Hemani Som,TS081,Female,7,53.8,59,55,58,Low,3.3,Yes,None,21,1
ST04195,Jonathan Bhakta,TS189,Male,10,63.0,52,62,70,Low,10.0,Yes,None,28,1
ST04196,Yadavi Madan,TS391,Male,10,76.1,63,63,75,Low,7.1,Yes,None,4,0
ST04197,Bahadurjit Datta,TS419,Female,6,94.8,98,88,94,Low,11.8,Yes,Primary,27,1
ST04198,Fiyaz Lad,TS344,Female,6,94.8,86,94,83,Low,3.1,No,None,13,0
ST04199,Vedika Lad,TS238,Male,6,72.3,65,79,74,Low,8.7,Yes,Primary,25,1
ST04200,Guneet Srinivasan,TS124,Female,10,78.9,70,78,72,Low,6.9,Yes,Primary,13,0
ST04201,Amol Nagy,TS486,Male,9,60.0,52,69,58,Medium,3.4,Yes,Primary,9,0
ST04202,Elijah Balakrishnan,TS125,Female,7,94.6,99,88,92,Low,7.0,Yes,Primary,3,0
ST04203,Megha Mandal,TS466,Female,7,92.1,83,75,86,Low,1.7,No,Primary,4,0
ST04204,Chaitaly Krishnamurthy,TS347,Female,9,60.9,66,66,58,Low,3.0,Yes,Primary,6,1
ST04205,Radha Sarna,TS016,Female,7,57.9,66,54,57,Low,7.0,Yes,None,11,1
ST04206,Qasim Bassi,TS418,Male,8,98.0,92,85,99,Medium,7.8,Yes,Primary,5,0
ST04207,Wakeeta Saha,TS025,Female,9,59.7,67,49,66,Low,2.4,Yes,None,15,1
ST04208,Rajeshri Chaudhry,TS359,Female,10,50.1,48,59,45,Medium,8.1,Yes,Secondary,13,0
ST04209,Ansh Lall,TS155,Female,8,54.1,47,60,49,Medium,9.4,Yes,Primary,20,1
ST04210,Henry Wagle,TS495,Female,7,97.2,92,96,87,Low,10.5,Yes,Secondary,8,0
ST04211,Pushti Balasubramanian,TS349,Female,8,71.1,58,77,66,Medium,3.6,Yes,Secondary,12,0
ST04212,Bhavani Zacharia,TS046,Male,6,62.2,57,64,63,Low,5.3,No,Primary,21,1
ST04213,Raksha Vohra,TS292,Female,9,97.2,82,83,99,Low,10.2,Yes,Primary,16,1
ST04214,Mahika Tandon,TS126,Male,7,81.5,63,76,63,Low,8.0,No,Primary,3,0
ST04215,Ekani Sem,TS487,Female,10,86.3,77,78,84,Low,6.7,Yes,Graduate,16,0
ST04216,Harita Dhar,TS375,Female,6,73.3,72,72,70,Low,2.0,Yes,Primary,19,0
ST04217,Indrajit Keer,TS096,Male,8,64.3,69,68,71,Medium,9.1,Yes,None,0,0
ST04218,Anya Gulati,TS011,Female,7,71.7,72,67,70,Medium,7.0,Yes,Primary,7,0
ST04219,Abdul Ramaswamy,TS025,Male,7,81.3,70,83,69,Medium,8.3,Yes,None,10,0
ST04220,Hamsini Parmer,TS449,Female,8,82.9,69,83,76,Low,4.9,Yes,Secondary,27,0
ST04221,Bachittar Goda,TS454,Female,6,52.6,58,51,61,Medium,9.5,Yes,Primary,15,0
ST04222,Nisha Peri,TS218,Female,8,50.1,54,46,52,Low,8.6,No,None,30,1
ST04223,Nandini Patel,TS027,Female,6,45.6,40,48,43,Low,4.2,Yes,Primary,20,1
ST04224,Alexander Pandit,TS314,Male,10,58.6,51,59,67,Medium,9.5,Yes,Graduate,23,1
ST04225,Balvan Singh,TS327,Female,7,87.9,85,90,76,Medium,9.4,Yes,Graduate,2,0
ST04226,William Oak,TS447,Male,10,63.7,69,58,68,High,1.0,Yes,Primary,21,1
ST04227,Ekantika Mand,TS492,Male,7,68.3,62,72,76,High,4.9,No,Secondary,13,0
ST04228,Akshay Guha,TS165,Male,6,52.5,66,53,54,High,7.0,Yes,Primary,12,0
ST04229,Neel Thaker,TS084,Female,6,62.0,72,73,59,High,3.4,Yes,Graduate,5,0
ST04230,Wyatt Bhandari,TS090,Male,7,67.8,56,65,54,Low,11.9,No,None,15,1
ST04231,Jeet Tiwari,TS367,Female,8,47.7,44,55,51,Low,11.2,Yes,Secondary,26,1
ST04232,Theodore Grewal,TS355,Female,10,97.0,88,82,82,Low,0.8,Yes,Primary,25,0
ST04233,Nathan Sengupta,TS233,Male,9,60.6,54,61,58,Medium,11.0,Yes,Primary,27,1
ST04234,Anirudh Narasimhan,TS327,Female,7,54.8,46,61,54,Low,5.4,Yes,Graduate,30,1
ST04235,Onveer Mutti,TS389,Female,9,87.2,80,86,79,Low,10.8,Yes,None,8,0
ST04236,Zansi Bassi,TS006,Female,8,56.2,51,45,56,Low,5.9,Yes,Secondary,3,1
ST04237,Anusha Nayar,TS016,Female,7,74.1,68,73,79,Medium,6.5,Yes,Secondary,12,0
ST04238,Rishi Sahota,TS420,Male,10,82.5,86,87,84,High,9.5,Yes,Primary,11,0
ST04239,Gavin Bansal,TS280,Male,10,54.0,48,39,41,Low,5.0,No,Graduate,14,1
ST04240,Kashvi Iyengar,TS412,Male,8,60.5,57,59,53,Low,9.7,Yes,Secondary,16,1
ST04241,Janaki Talwar,TS191,Female,9,58.4,61,59,57,Medium,5.1,Yes,Primary,28,1
ST04242,Avi Bajaj,TS288,Female,8,46.9,37,46,36,Low,2.9,No,Secondary,0,1
ST04243,Yamini Bava,TS417,Female,9,84.7,77,95,93,High,5.3,Yes,Secondary,14,0
ST04244,Upkaar Naik,TS086,Female,9,78.6,74,90,90,High,0.8,Yes,Primary,7,0
ST04245,Zarna Bali,TS096,Female,10,68.0,60,74,58,Low,11.6,Yes,Graduate,23,1
ST04246,Hemangini Rajagopal,TS322,Female,10,87.6,81,82,93,Medium,8.1,Yes,None,18,0
ST04247,Manthan Balakrishnan,TS361,Female,10,57.8,53,56,65,Low,5.1,Yes,Secondary,4,1
ST04248,Chanakya Dutt,TS233,Female,8,87.6,88,75,77,Medium,2.1,Yes,Graduate,8,0
ST04249,Ekalinga Nanda,TS308,Female,7,53.0,56,54,49,High,9.6,Yes,None,15,0
ST04250,Advik Palla,TS179,Male,9,71.9,67,65,74,Medium,3.4,Yes,Secondary,30,0
ST04251,Gavin Ratti,TS382,Female,6,83.0,73,66,80,Low,1.4,No,Primary,4,0
ST04252,Umang Bhat,TS439,Female,8,49.6,47,57,47,Low,1.6,Yes,Graduate,4,1
ST04253,Ojas Dar,TS288,Male,7,72.6,64,72,80,Medium,5.6,Yes,Primary,27,0
ST04254,Advay Dash,TS378,Female,7,58.6,65,55,57,Low,3.5,Yes,Secondary,6,1
ST04255,Aarush Dalal,TS061,Male,6,48.9,49,54,45,Medium,4.5,Yes,Graduate,1,0
ST04256,Gaurav Kohli,TS312,Female,8,86.9,86,78,73,Medium,5.4,Yes,Secondary,6,0
ST04257,Parth Seshadri,TS321,Male,7,45.5,42,35,51,Low,4.1,Yes,Primary,19,1
ST04258,Sachi Ram,TS098,Male,6,94.1,87,79,90,Low,3.7,Yes,Secondary,28,0
ST04259,Oliver Chaudhari,TS269,Female,10,49.5,40,45,42,Low,7.1,Yes,Secondary,29,1
ST04260,Sachi Mukherjee,TS171,Female,8,75.1,69,70,77,High,7.5,Yes,Secondary,29,0
ST04261,Indali Tandon,TS217,Male,10,51.5,48,38,37,Low,5.3,No,Secondary,1,1
ST04262,Pahal Ramanathan,TS078,Female,7,51.7,59,56,61,High,3.0,Yes,Primary,4,0
ST04263,Tanish Sridhar,TS061,Male,8,89.0,88,94,77,Medium,6.2,Yes,Graduate,28,0
ST04264,Warda Memon,TS014,Male,10,73.1,70,61,69,Medium,3.4,Yes,Secondary,19,0
ST04265,Kevin Prakash,TS452,Male,9,71.1,75,69,73,Medium,5.5,Yes,Graduate,2,0
ST04266,Zansi Taneja,TS062,Female,8,76.0,63,71,80,Low,6.2,Yes,Secondary,1,0
ST04267,Jagat Loke,TS274,Male,8,84.1,74,72,85,Low,1.5,Yes,None,4,0
ST04268,Chanakya Nagy,TS075,Male,6,89.4,76,83,75,Medium,1.7,No,Secondary,2,0
ST04269,Wakeeta Choudhry,TS444,Male,9,55.5,52,64,52,Low,1.6,Yes,Secondary,14,1
ST04270,Urmi Chacko,TS309,Female,9,76.2,85,70,82,High,9.7,Yes,Secondary,6,0
ST04271,Samesh Sehgal,TS258,Female,7,73.4,71,68,72,Medium,3.4,Yes,Secondary,2,0
ST04272,Yashasvi Prasad,TS311,Female,10,87.8,80,85,76,Low,7.6,Yes,Primary,4,0
ST04273,Tanvi Buch,TS197,Male,8,63.2,54,53,67,Medium,7.7,Yes,Primary,6,0
ST04274,Harita Narayan,TS428,Female,6,91.6,81,91,94,Low,5.2,Yes,Primary,10,0
ST04275,Chatura Basu,TS306,Female,9,86.9,75,75,83,Medium,3.7,Yes,Primary,3,0
ST04276,Eta Shah,TS202,Male,7,48.4,35,41,52,Low,2.2,No,Primary,10,1
ST04277,Jeremiah Narayanan,TS424,Male,7,48.4,48,58,52,Medium,8.1,Yes,None,10,0
ST04278,Lajita Bumb,TS462,Male,7,72.2,69,60,73,Low,7.3,Yes,Primary,16,1
ST04279,Udyati Kanda,TS488,Female,8,88.9,84,87,94,Low,0.8,Yes,Primary,6,0
ST04280,Charvi Solanki,TS121,Female,10,86.6,91,72,73,Low,5.4,Yes,Primary,5,0
ST04281,Laban Shetty,TS207,Male,8,73.6,67,77,79,Low,10.6,Yes,Primary,27,1
ST04282,Robert Ben,TS430,Female,9,97.0,87,81,84,Low,5.2,No,Secondary,14,0
ST04283,Neha Wali,TS052,Male,6,88.4,91,90,91,Medium,1.9,Yes,Secondary,19,0
ST04284,Rachita Sahni,TS070,Male,7,77.6,68,74,68,Medium,5.0,Yes,Graduate,29,0
ST04285,Arunima Rattan,TS013,Male,7,63.5,56,53,53,Low,0.9,Yes,Secondary,30,1
ST04286,Oliver Vasa,TS249,Male,9,49.6,37,38,41,Medium,5.1,No,Primary,28,1
ST04287,Udant Zacharia,TS295,Male,8,86.8,77,93,91,Low,2.0,Yes,Primary,21,0
ST04288,Neha Panchal,TS328,Female,10,60.8,63,44,56,Medium,3.1,No,Primary,16,1
ST04289,Orinder Kunda,TS271,Male,8,64.6,53,62,62,Medium,7.2,Yes,Graduate,5,0
ST04290,Nikita Deep,TS274,Male,7,62.0,64,59,72,High,6.3,Yes,Primary,4,0
ST04291,Charita Wason,TS234,Male,8,45.8,44,46,43,High,7.6,Yes,Primary,21,1
ST04292,Gunbir Shankar,TS259,Male,6,47.0,40,56,45,High,7.0,No,Graduate,26,1
ST04293,Ekalinga Dhingra,TS268,Female,8,47.4,52,47,53,Low,2.1,Yes,Secondary,20,1
ST04294,Leena Modi,TS039,Male,8,95.9,90,97,88,Low,11.4,Yes,Graduate,6,0
ST04295,Rehaan Soman,TS092,Female,6,84.5,74,86,85,Low,7.8,No,Primary,3,0
ST04296,Timothy Jaggi,TS292,Male,7,48.6,56,57,40,Medium,2.8,Yes,Primary,6,0
ST04297,Onveer Shetty,TS424,Male,7,67.3,72,72,59,Medium,7.0,Yes,Secondary,22,1
ST04298,Gauri Chacko,TS214,Male,9,80.6,73,87,79,Low,7.7,Yes,Primary,10,0
ST04299,Faqid Bhavsar,TS416,Female,6,66.0,73,54,68,Medium,4.7,Yes,Secondary,25,1
ST04300,Vivaan Srivastava,TS235,Male,6,82.3,88,79,85,Medium,11.7,Yes,None,29,0
ST04301,Urmi Sahota,TS329,Male,10,67.7,58,62,64,Medium,11.5,Yes,Secondary,28,1
ST04302,Samarth Sheth,TS484,Male,6,58.0,46,45,56,Medium,3.5,No,Primary,22,1
ST04303,Kashish Doshi,TS127,Female,10,70.9,63,65,63,Low,6.6,No,Primary,13,0
ST04304,Nikita Ramachandran,TS152,Male,7,52.2,51,54,59,Low,4.6,Yes,Primary,5,1
ST04305,Gauri Nagar,TS405,Female,9,50.5,44,43,48,High,6.6,No,Primary,4,1
ST04306,Samar Chad,TS010,Male,6,88.8,81,85,84,Low,9.1,Yes,Graduate,20,1
ST04307,Irya Shankar,TS180,Female,6,89.1,76,88,94,Medium,2.6,Yes,Secondary,15,0
ST04308,Veda Prasad,TS340,Male,9,59.2,63,59,68,Low,6.6,Yes,Secondary,10,1
ST04309,Siddharth Subramaniam,TS347,Male,10,71.8,59,71,76,Medium,3.9,Yes,Secondary,11,0
ST04310,Jai Handa,TS385,Female,9,64.8,66,57,71,Medium,3.6,Yes,Secondary,15,0
ST04311,Siddharth Dutta,TS018,Male,10,52.2,53,47,37,Low,3.9,No,Primary,28,1
ST04312,Janani Bhardwaj,TS011,Male,6,87.3,88,82,86,Low,3.6,Yes,Primary,19,0
ST04313,Chatresh Basak,TS475,Male,6,71.1,72,53,57,Medium,8.3,No,Secondary,14,0
ST04314,Zarna More,TS206,Female,6,71.3,70,73,66,Medium,2.1,Yes,Secondary,18,0
ST04315,Kalpit Sachdev,TS313,Male,6,72.0,68,76,61,Low,9.1,Yes,Primary,7,0
ST04316,Jagrati Ben,TS186,Female,7,61.8,63,59,45,Medium,11.9,No,Secondary,11,1
ST04317,Viraj Andra,TS140,Female,6,97.0,96,95,85,Low,5.4,Yes,Secondary,20,0
ST04318,Rajeshri Kari,TS312,Female,6,50.4,46,59,64,High,2.8,Yes,Secondary,18,1
ST04319,Ishanvi Balan,TS104,Female,6,88.6,90,78,89,Medium,4.1,Yes,Secondary,21,0
ST04320,Saumya Pandya,TS486,Male,6,76.5,63,66,76,Medium,4.5,No,Secondary,20,0
ST04321,Saanvi Chana,TS235,Female,8,60.3,60,69,61,Low,6.6,Yes,Secondary,18,1
ST04322,Neha Cheema,TS195,Female,6,51.7,61,59,57,High,6.5,Yes,None,24,1
ST04323,Ekiya Thakur,TS399,Male,6,48.6,46,40,53,Low,7.2,No,Secondary,14,1
ST04324,Ishaan Bali,TS333,Male,9,66.9,57,58,58,Low,3.1,Yes,Secondary,6,1
ST04325,Fitan Anand,TS314,Female,8,91.9,96,92,87,Medium,7.9,Yes,Primary,22,0
ST04326,Naveen Chahal,TS072,Male,6,92.8,85,78,80,Low,9.4,No,Secondary,28,1
ST04327,Ekanta Swaminathan,TS158,Female,8,82.5,89,71,75,High,7.6,No,Secondary,30,0
ST04328,Dakshesh Bhat,TS095,Female,10,72.1,79,62,60,Medium,8.5,Yes,Secondary,25,0
ST04329,Jacob Dara,TS079,Female,7,65.9,57,74,64,Medium,2.9,Yes,None,29,1
ST04330,Ikshita Bir,TS166,Female,8,59.9,52,62,55,High,4.9,No,Secondary,2,0
ST04331,Diya Contractor,TS349,Female,10,58.0,56,66,59,Medium,2.2,Yes,Graduate,12,0
ST04332,Ikbal Peri,TS242,Male,8,71.2,82,73,76,High,11.5,Yes,Secondary,0,0
ST04333,Megha Yohannan,TS240,Female,10,83.6,85,78,83,High,0.9,Yes,None,22,0
ST04334,Qadim Shankar,TS158,Male,8,89.8,80,75,81,Medium,1.3,Yes,Secondary,24,0
ST04335,Shravya Chaudhry,TS466,Male,8,55.5,60,63,54,Medium,1.9,Yes,Primary,21,1
ST04336,Balhaar Gupta,TS195,Male,6,81.2,77,77,82,Medium,4.7,Yes,Secondary,23,0
